"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"177","20190191","N","Hispanic","25 - 29","G. E. D.","FT","Silver Spring","MD","20906","N","R","Cybersecurity",14,6,2.33,"N","N","2020","N","Y"
"178","20190192","F","White","30 +","Out of State High School","PT","Chevy Chase","MD","20815","N","T","Undeclared",3,3,4,"N","N","2020","N","Y"
"179","20190193","F","White","18 - 20","Walter Johnson High School","PT","Rockville","MD","20852","Y","R","General Studies",3,0,0,"N","N","2020","N","Y"
"180","20190194","F","Hispanic","18 - 20","High Point Sr High School","FT","Silver Spring","MD","20903","Y","R","Business",14,12,3.75,"Y","Y","2020","N","Y"
"181","20190195","M","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20874","N","G","Engineering Science",10,0,0,"N","N","2020","N","Y"
"182","20190196","F","Foreign","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Bethesda","MD","20814","N","R","International Studies",12,12,4,"Y","N","2020","N","Y"
"183","20190197","M","Hispanic","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20904","N","T","Undeclared",5,0,0,"N","N","2020","N","Y"
"184","20190199","F","White","< 18","Northwest HS - Germantown","FT","Boyds","MD","20841","N","G","General Studies",12,12,3.75,"Y","Y","2020","N","Y"
"185","20190200","F","Foreign","18 - 20","Out of State High School","FT","Silver Spring","MD","20906","N","T","Health Sciences",18,12,4,"N","N","2020","N","Y"
"186","20190201","M","Black / African Am.","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20910","Y","T","Science",25,17,3.59,"Y","N","2020","N","Y"
"187","20190202","M","Foreign","< 18","Northwood High School","FT","Silver Spring","MD","20902","N","R","Engineering Science",15,9,2.33,"Y","N","2020","N","Y"
"188","20190203","F","Hispanic","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20901","Y","T","General Studies",9,9,4,"Y","N","2020","N","Y"
"189","20190204","M","Asian","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20906","N","R","Computer Science",45,45,4,"N","N","2020","N","Y"
"190","20190205","M","Foreign","18 - 20","Out of State High School","FT","Sarasota","FL","34232","N","R","General Studies",12,9,1.25,"Y","N","2020","N","Y"
"191","20190206","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","Olney","MD","20832","N","R","Undeclared",5,0,0,"N","N","2020","N","Y"
"192","20190207","F","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","Y","T","General Studies",9,9,2.67,"N","N","2020","N","Y"
"193","20190208","M","Black / African Am.","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","N","R","Health Sciences",13,9,2.08,"Y","Y","2020","N","Y"
"194","20190209","M","Black / African Am.","18 - 20","Albert Einstein HS & MC Art Cn","FT","Kensington","MD","20895","N","R","General Studies",12,4,1.63,"Y","N","2020","N","Y"
"195","20190210","F","Asian","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","Y","R","Computer Science",23,13,0,"N","N","2020","N","Y"
"196","20190211","M","Black / African Am.","18 - 20","Gaithersburg High School","PT","Clarksburg","MD","20871","Y","R","General Studies",7,1,0.43,"N","N","2020","N","Y"
"197","20190212","M","Foreign","18 - 20","Rockville High School","PT","Rockville","MD","20853","N","R","Engineering Science",10,0,0,"N","N","2020","N","Y"
"198","20190213","F","Am. Indian / AK Native","30 +","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20853","N","R","Paralegal Studies",5,0,0,"N","N","2020","N","Y"
"199","20190214","M","Asian","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","N","R","Science",36,36,3.85,"Y","Y","2020","N","Y"
"200","20190215","M","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20879","Y","R","Criminal Justice",5,0,0,"N","N","2020","N","Y"
"201","20190216","M","White","18 - 20","Oakdale High School","PT","New Market","MD","21774","N","G","Science",9,9,3,"Y","N","2020","N","Y"
"202","20190217","F","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","Y","G","General Studies",3,3,4,"Y","N","2020","N","Y"
"203","20190218","M","Hispanic","< 18","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20011","Y","T","Criminal Justice",7,2,2,"N","N","2020","N","Y"
"204","20190219","F","Hispanic","18 - 20","Walter Johnson High School","FT","Bethesda","MD","20817","Y","T","General Studies",13,9,3,"Y","N","2020","N","Y"
"205","20190220","F","Asian","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20852","N","R","Engineering Science",12,0,0,"N","N","2020","N","Y"
"206","20190221","F","Hispanic","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","Y","G","General Studies",11,6,3,"N","N","2020","N","Y"
"207","20190222","M","Foreign","18 - 20","Rockville High School","PT","Rockville","MD","20852","N","T","Science",9,0,0,"N","N","2020","N","Y"
"208","20190223","F","Asian","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20851","Y","R","General Studies",10,0,0,"N","N","2020","N","Y"
"209","20190224","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20902","N","R","General Studies",13,2,3,"N","N","2020","N","Y"
"210","20190225","M","Multi-Race","18 - 20","Damascus High School","PT","Damascus","MD","20872","N","G","Business",9,9,1.67,"N","N","2020","N","Y"
"211","20190226","F","Asian","30 +","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20874","N","G","Computer Applications",34,24,0,"N","N","2020","N","Y"
"212","20190227","M","Hispanic","18 - 20","Avalon School, The - Bethesda","FT","Bethesda","MD","20817","Y","R","General Studies",12,7,3.86,"N","N","2020","N","Y"
"213","20190228","M","Hispanic","30 +","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20011","N","T","General Studies",5,0,0,"N","N","2020","N","Y"
"214","20190229","F","Black / African Am.","< 18","Montgomery Blair High School","FT","Takoma Park","MD","20912","N","T","Architectural Technology",16,12,4,"Y","N","2020","N","Y"
"215","20190230","M","Black / African Am.","18 - 20","Colonel Zadok Magruder HS","FT","Olney","MD","20832","Y","R","Cybersecurity",15,4,1.29,"N","Y","2020","N","Y"
"216","20190231","M","White","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","Cybersecurity",12,6,2.5,"N","N","2020","N","Y"
"217","20190232","M","Hispanic","18 - 20","Poolesville Jr-Sr High School","PT","Germantown","MD","20876","Y","G","Computer Gaming and Simulation",3,3,2,"Y","N","2020","N","Y"
"218","20190234","F","Asian","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20879","Y","G","Health Sciences",16,16,3.77,"Y","Y","2020","N","Y"
"219","20190235","F","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","General Studies",13,4,0.75,"N","N","2020","N","Y"
"220","20190236","M","Foreign","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20906","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"221","20190237","F","Black / African Am.","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20903","Y","T","Computer Science",25,0,0,"N","N","2020","N","Y"
"222","20190238","F","White","18 - 20","Poolesville Jr-Sr High School","FT","Poolesville","MD","20837","N","G","General Studies",12,11,3.36,"Y","N","2020","N","Y"
"223","20190239","N","Hispanic","< 18","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20902","N","R","Undeclared",5,0,0,"N","N","2020","N","Y"
"224","20190240","F","Black / African Am.","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20876","N","G","Business",9,0,0,"N","N","2020","N","Y"
"225","20190241","F","Foreign","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20016","N","R","Art",27,27,3.67,"Y","Y","2020","N","Y"
"226","20190242","M","Hispanic","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20851","N","R","General Studies",7,0,0,"N","N","2020","N","Y"
"227","20190243","M","Black / African Am.","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20905","Y","T","General Studies",9,4,3,"N","N","2020","N","Y"
"228","20190244","M","White","18 - 20","G. E. D.","FT","Bethesda","MD","20814","N","T","Art",13,13,2.62,"Y","N","2020","N","Y"
"229","20190245","M","Hispanic","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","Y","R","General Studies",24,24,3,"N","Y","2020","N","Y"
"230","20190246","F","White","18 - 20","Clarksburg High School","FT","Clarksburg","MD","20871","N","G","General Studies",12,0,0,"N","N","2020","N","Y"
"231","20190247","F","White","18 - 20","G. E. D.","FT","Damascus","MD","20872","N","G","Science",13,6,1,"N","N","2020","N","Y"
"232","20190248","M","White","21 - 24","Smith Jewish Day School","FT","Silver Spring","MD","20902","N","R","General Studies",16,16,3.56,"Y","Y","2020","N","Y"
"233","20190249","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Rockville","MD","20853","Y","R","General Studies",13,4,3,"N","N","2020","N","Y"
"234","20190250","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Boyds","MD","20841","N","R","Science",15,0,0,"N","N","2020","N","Y"
"235","20190251","M","Black / African Am.","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20901","Y","T","General Studies",12,12,3.25,"Y","Y","2020","N","Y"
"236","20190252","M","Hispanic","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Takoma Park","MD","20912","Y","T","Science",12,0,0,"N","N","2020","N","Y"
"237","20190253","F","White","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Chevy Chase","MD","20815","Y","T","General Studies",15,0,0,"N","N","2020","N","Y"
"238","20190254","M","Black / African Am.","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20901","Y","T","General Studies",7,0,0,"N","N","2020","N","Y"
"239","20190255","F","White","18 - 20","** HOME SCHOOLED **","PT","Kensington","MD","20895","N","R","General Studies",4,4,4,"Y","N","2020","N","Y"
"240","20190256","M","Hispanic","18 - 20","Wheaton High School","PT","Rockville","MD","20852","Y","R","General Studies",6,1,3,"N","N","2020","N","Y"
"241","20190257","M","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20011","Y","T","Computer Science",16,16,3.56,"Y","Y","2020","N","Y"
"242","20190258","F","Black / African Am.","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","R","Science",13,6,3,"Y","N","2020","N","Y"
"243","20190259","M","Hispanic","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","R","Computer Science",12,6,1.75,"N","N","2020","N","Y"
"244","20190260","F","Black / African Am.","18 - 20","Sherwood High School","PT","Brookeville","MD","20833","Y","T","Health Sciences",9,3,2,"N","N","2020","N","Y"
"245","20190261","F","Foreign","18 - 20","Sandy Spring Friends School","FT","Burke","VA","22015","N","R","Engineering Science",16,16,4,"Y","Y","2020","N","Y"
"246","20190262","M","Black / African Am.","18 - 20","Laurel High School","PT","Silver Spring","MD","20903","Y","T","Engineering Science",6,0,0,"N","N","2020","N","Y"
"247","20190264","M","Foreign","18 - 20","Dematha Catholic HS - Boys","PT","Hyattsville","MD","20782","N","T","General Studies",9,3,3,"N","N","2020","N","Y"
"248","20190265","M","White","18 - 20","Out of State High School","PT","Silver Spring","MD","20901","N","T","Architectural Technology",9,0,0,"N","N","2020","N","Y"
"249","20190266","M","Black / African Am.","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","R","Criminal Justice",12,3,0.25,"N","N","2020","N","Y"
"250","20190267","F","Foreign","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","N","G","General Studies",19,4,3,"N","N","2020","N","Y"
"251","20190268","F","Foreign","18 - 20","New Life Christian School","FT","Columbia","MD","21045","N","R","Interior Design",12,6,3.5,"N","N","2020","N","Y"
"252","20190269","M","Foreign","18 - 20","Richard Montgomery High School","PT","Rockville","MD","20850","N","R","Engineering Science",10,9,2,"N","N","2020","N","Y"
"253","20190270","F","Hispanic","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","R","Cybersecurity",11,9,2,"Y","Y","2020","N","Y"
"254","20190271","M","Foreign","18 - 20","G. E. D.","PT","Bethesda","MD","20817","N","R","Computer Science",14,3,4,"N","N","2020","N","Y"
"255","20190272","F","Hispanic","25 - 29","Bladensburg High School","PT","Silver Spring","MD","20904","N","T","Health Sciences",6,0,0,"N","N","2020","N","Y"
"256","20190273","F","Black / African Am.","< 18","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20020","Y","T","General Studies",6,0,0,"N","N","2020","N","Y"
"257","20190275","F","Black / African Am.","21 - 24","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","Y","R","General Studies",8,8,3.13,"Y","N","2020","N","Y"
"258","20190276","M","White","18 - 20","Rockville High School","FT","Rockville","MD","20853","N","R","Business",15,0,0,"N","N","2020","N","Y"
"259","20190277","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","FT","Gaithersburg","MD","20882","N","R","ELAP",15,0,0,"N","N","2020","N","Y"
"260","20190278","M","White","18 - 20","Albert Einstein HS & MC Art Cn","FT","Kensington","MD","20895","N","R","Business",27,20,0.5,"N","N","2020","N","Y"
"261","20190279","F","Black / African Am.","< 18","Suitland Sr High School","FT","Clinton","MD","20735","Y","T","Business",13,7,3.57,"Y","N","2020","N","Y"
"262","20190280","F","Black / African Am.","18 - 20","Conowingo Rising Sun Christian","FT","Montgomery Village","MD","20886","N",NA,"Business",13,9,4,"Y","Y","2020","N","Y"
"263","20190281","M","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Cockeysville","MD","21030","Y",NA,"Building Trade",12,12,3.25,"Y","N","2020","N","Y"
"264","20190282","M","Black / African Am.","18 - 20","Sherwood High School","FT","Silver Spring","MD","20904","Y","G","Cybersecurity",12,12,2.5,"Y","Y","2020","N","Y"
"265","20190283","F","Asian","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","Y","R","General Studies",12,12,4,"Y","N","2020","N","Y"
"266","20190284","F","Hispanic","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20877","Y","G","General Studies",19,19,3.15,"Y","Y","2020","N","Y"
"267","20190285","M","Hispanic","18 - 20","Watkins Mill High School","PT","Montgomery Village","MD","20886","Y","R","Graphic Design",9,4,4,"N","N","2020","N","Y"
"268","20190286","M","Hispanic","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","N","R","General Studies",16,9,1.25,"N","N","2020","N","Y"
"269","20190287","M","Black / African Am.","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","T","Business",14,7,1.7,"Y","N","2020","N","Y"
"270","20190288","F","Black / African Am.","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","Y","T","Health Sciences",9,3,4,"N","N","2020","N","Y"
"271","20190289","M","Hispanic","18 - 20","Colonel Zadok Magruder HS","PT","Gaithersburg","MD","20879","N","R","General Studies",6,0,0,"N","N","2020","N","Y"
"272","20190290","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20905","N","T","General Studies",12,10,3.7,"Y","Y","2020","N","Y"
"273","20190291","F","Hispanic","21 - 24","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20906","Y","R","Education",10,0,0,"N","N","2020","N","Y"
"274","20190292","M","White","30 +","Out of State High School","PT","Mount Rainier","MD","20712","N","T","Computer Science",44,44,4,"N","Y","2020","N","Y"
"275","20190293","F","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","Y","G","General Studies",7,4,2,"Y","N","2020","N","Y"
"276","20190294","F","Black / African Am.","18 - 20","James Hubert Blake High School","FT","Silver Spring","MD","20904","Y","T","Business",14,10,2.7,"Y","N","2020","N","Y"
"277","20190295","F","Hispanic","18 - 20","Wheaton High School","PT","Rockville","MD","20851","Y","R","Paralegal Studies",10,0,0,"N","N","2020","N","Y"
"278","20190296","M","White","18 - 20","South Carroll High School","PT","Damascus","MD","20872","Y","G","Business",6,0,0,"N","N","2020","N","Y"
"279","20190297","N","Hispanic","18 - 20","Colonel Zadok Magruder HS","PT","Rockville","MD","20850","Y","R","Broadcast Media",9,3,1,"N","N","2020","N","Y"
"280","20190298","F","Hispanic","30 +","FOREIGN / INTERNATIONAL HS","PT","Bethesda","MD","20817","N",NA,"Education",11,6,0,"N","N","2020","N","Y"
"281","20190299","F","White","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","T","General Studies",20,18,4,"Y","Y","2020","N","Y"
"282","20190300","F","Foreign","21 - 24","Paint Branch High School","PT","Silver Spring","MD","20904","N","R","Health Sciences",5,0,0,"N","N","2020","N","Y"
"283","20190301","F","White","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20851","Y","T","Health Sciences",5,0,0,"N","N","2020","N","Y"
